2990.000000 0.000000
3000.000000 0.001340
3010.000000 0.001076
3020.000000 0.000880
3030.000000 0.001513
3040.000000 0.021181
3050.000000 0.085504
3060.000000 0.185535
3070.000000 0.283918
3080.000000 0.329725
3090.000000 0.364996
3100.000000 0.404425
3110.000000 0.482209
3120.000000 0.549832
3130.000000 0.592927
3140.000000 0.638762
3150.000000 0.675754
3160.000000 0.695873
3170.000000 0.700556
3180.000000 0.726030
3190.000000 0.767895
3200.000000 0.799123
3210.000000 0.813992
3220.000000 0.825102
3230.000000 0.827911
3240.000000 0.836227
3250.000000 0.850531
3260.000000 0.866001
3270.000000 0.877219
3280.000000 0.877552
3290.000000 0.882366
3300.000000 0.896990
3310.000000 0.899121
3320.000000 0.882627
3330.000000 0.879461
3340.000000 0.865010
3350.000000 0.870928
3360.000000 0.892298
3370.000000 0.893986
3380.000000 0.900143
3390.000000 0.900687
3400.000000 0.909131
3410.000000 0.909497
3420.000000 0.897995
3430.000000 0.896522
3440.000000 0.907939
3450.000000 0.922519
3460.000000 0.935242
3470.000000 0.933200
3480.000000 0.924810
3490.000000 0.919404
3500.000000 0.918710
3510.000000 0.918225
3520.000000 0.915936
3530.000000 0.911146
3540.000000 0.913205
3550.000000 0.925181
3560.000000 0.943057
3570.000000 0.946878
3580.000000 0.937611
3590.000000 0.928015
3600.000000 0.920350
3610.000000 0.917167
3620.000000 0.923545
3630.000000 0.936791
3640.000000 0.943356
3650.000000 0.941370
3660.000000 0.949084
3670.000000 0.955119
3680.000000 0.956598
3690.000000 0.955396
3700.000000 0.951200
3710.000000 0.947430
3720.000000 0.945000
3730.000000 0.944798
3740.000000 0.950481
3750.000000 0.958308
3760.000000 0.963008
3770.000000 0.964230
3780.000000 0.963966
3790.000000 0.965793
3800.000000 0.966698
3810.000000 0.966712
3820.000000 0.962736
3830.000000 0.955879
3840.000000 0.950643
3850.000000 0.948861
3860.000000 0.951330
3870.000000 0.957177
3880.000000 0.963173
3890.000000 0.968491
3900.000000 0.969911
3910.000000 0.970650
3920.000000 0.968119
3930.000000 0.966368
3940.000000 0.965199
3950.000000 0.961146
3960.000000 0.959703
3970.000000 0.947163
3980.000000 0.859575
3990.000000 0.639779
4000.000000 0.359263
4010.000000 0.151075
4020.000000 0.053397
4030.000000 0.020428
4040.000000 0.008987
4050.000000 0.004146
4060.000000 0.002081
4070.000000 0.001101
4080.000000 0.000577
4090.000000 0.000000
